,tweet_id,favorites,retweets
493,812372279581671427,13620,3643
494,811985624773361665,7257,1393
495,811744202451197953,7521,1581
496,811647686436880384,5599,738
497,811627233043480576,12752,3068
498,811386762094317568,20876,6361
499,810984652412424192,5316,1433
500,810896069567610880,8981,1756
501,810657578271330305,10941,2628
502,810284430598270976,35125,11188
503,810254108431155201,14648,3366
504,809920764300447744,15530,3928
505,809808892968534016,0,4870
506,809448704142938112,6928,1465
507,809220051211603969,19875,5582
508,809084759137812480,13203,3517
509,808838249661788160,10110,3025
510,808733504066486276,7885,2156
511,808501579447930884,11296,2592
512,808344865868283904,42482,20769
513,808134635716833280,0,5887
514,808106460588765185,8796,2208
515,808001312164028416,12514,3530
516,807621403335917568,14562,3605
517,807106840509214720,118013,55141
518,807059379405148160,0,7317
519,807010152071229440,13072,3858
520,806629075125202948,74521,34513
521,806620845233815552,0,5518
522,806576416489959424,4885,1953
523,806542213899489280,10212,2353
524,806242860592926720,0,11579
525,806219024703037440,6432,1192
526,805958939288408065,0,5349
527,805932879469572096,8272,1921
528,805826884734976000,6549,1815
529,805823200554876929,0,7987
530,805520635690676224,5742,1653
531,805487436403003392,8792,2525
532,805207613751304193,7834,1712
533,804738756058218496,13693,3810
534,804475857670639616,6127,2008
535,804413760345620481,0,3231
536,804026241225523202,44372,16056
537,803773340896923648,10054,2741
538,803692223237865472,0,7415
539,803638050916102144,10939,4142
540,803380650405482500,7754,1873
541,803321560782307329,0,5314
542,803276597545603072,10019,2447
543,802952499103731712,9011,1992
544,802624713319034886,0,2910
545,802600418706604034,7089,1461
546,802572683846291456,8936,2495
547,802323869084381190,16173,5810
548,802265048156610565,6914,1371
549,802239329049477120,9074,2622
550,802185808107208704,0,273
551,801958328846974976,7745,1720
552,801854953262350336,1789,236
553,801538201127157760,8222,2060
554,801285448605831168,6049,816
555,801167903437357056,24444,5887
556,801127390143516673,0,3947
557,801115127852503040,8064,2100
558,800859414831898624,687,98
559,800855607700029440,0,1612
560,800751577355128832,10566,2788
561,800513324630806528,13121,2982
562,800459316964663297,9505,2170
563,800443802682937345,0,4317
564,800388270626521089,11151,2802
565,800188575492947969,0,3935
566,800141422401830912,15264,2544
567,800018252395122689,28338,13118
568,799774291445383169,0,4674
569,799757965289017345,8381,2163
570,799422933579902976,8066,1923
571,799308762079035393,0,5447
572,799297110730567681,9866,2749
573,799063482566066176,8072,2472
574,798933969379225600,13067,4440
575,798925684722855936,7505,1437
576,798705661114773508,0,6628
577,798701998996647937,0,7757
578,798697898615730177,0,6508
579,798694562394996736,0,4937
580,798686750113755136,0,2332
581,798682547630837760,0,4733
582,798673117451325440,0,5544
583,798665375516884993,0,3896
584,798644042770751489,0,1850
585,798628517273620480,0,1969
586,798585098161549313,0,5667
587,798576900688019456,0,5824
588,798340744599797760,0,3321
589,798209839306514432,10413,2553
590,797971864723324932,11577,3104
591,797545162159308800,14542,4861
592,797236660651966464,19944,6555
593,797165961484890113,225,26
594,796904159865868288,0,8898
595,796865951799083009,7676,1920
596,796759840936919040,11810,3021
597,796563435802726400,0,7233
598,796484825502875648,7573,1751
599,796387464403357696,10988,4124
600,796177847564038144,0,14230
601,796149749086875649,32214,14230
602,796125600683540480,4966,1802
603,796116448414461957,9091,2406
604,796080075804475393,8447,2300
605,796031486298386433,10788,3711
606,795464331001561088,49504,23493
607,795400264262053889,10033,2859
608,795076730285391872,16175,5428
609,794983741416415232,0,3361
610,794926597468000259,10230,2305
611,794355576146903043,0,10240
612,794332329137291264,9589,2677
613,794205286408003585,9220,3308
614,793962221541933056,16814,4870
615,793845145112371200,9205,1850
616,793614319594401792,0,3122
617,793601777308463104,7972,1613
618,793500921481273345,10669,2362
619,793286476301799424,24572,9139
620,793271401113350145,8689,2388
621,793256262322548741,19964,8311
622,793241302385262592,10506,3286
623,793226087023144960,9812,2878
624,793210959003287553,8917,2789
625,793195938047070209,15238,5612
626,793180763617361921,6929,1994
627,793165685325201412,9376,2778
628,793150605191548928,6168,1698
629,793135492858580992,6400,2491
630,793120401413079041,12636,3913
631,792913359805018113,14313,3964
632,792883833364439040,11293,4257
633,792773781206999040,7349,1671
634,792394556390137856,13408,4285
635,792050063153438720,7143,1788
636,791821351946420224,0,21033
637,791784077045166082,0,9529
638,791780927877898241,0,3805
639,791774931465953280,45060,22117
640,791672322847637504,11735,3122
641,791406955684368384,13135,4097
642,791312159183634433,8755,2523
643,791026214425268224,0,4082
644,790987426131050500,9812,2129
645,790946055508652032,16641,4686
646,790723298204217344,0,2301
647,790698755171364864,8201,1921
648,790581949425475584,20633,7105
649,790337589677002753,7802,1876
650,790277117346975746,12541,3166
651,790227638568808452,0,3553
652,789986466051088384,9232,2301
653,789960241177853952,0,4097
654,789903600034189313,10323,4120
655,789628658055020548,7474,1760
656,789599242079838210,6733,1920
657,789530877013393408,11701,3361
658,789314372632018944,8638,2292
659,789280767834746880,0,4907
660,789268448748703744,9105,2599
661,789137962068021249,9701,2780
662,788908386943430656,27387,12441
663,788765914992902144,27278,10240
664,788552643979468800,0,7137
665,788412144018661376,15521,5238
666,788178268662984705,7221,2092
667,788150585577050112,6108,1274
668,788070120937619456,0,3421
669,788039637453406209,6113,1307
670,787810552592695296,8601,3038
671,787717603741622272,10249,2762
672,787397959788929025,10850,2836
673,787322443945877504,7758,1733
674,787111942498508800,0,6714
675,786963064373534720,26598,7946
676,786729988674449408,0,2418
677,786709082849828864,18175,6084
678,786664955043049472,10558,2533
679,786595970293370880,9424,3115
680,786363235746385920,10858,3477
681,786286427768250368,7949,2816
682,786233965241827333,15192,4696
683,786051337297522688,1424,154
684,786036967502913536,0,6972
685,785927819176054784,11348,3164
686,785872687017132033,6679,1797
687,785639753186217984,7832,2228
688,785533386513321988,9078,1985
689,785515384317313025,6100,1250
690,785264754247995392,7239,1615
691,785170936622350336,11978,4794
692,784826020293709826,10075,3231
693,784517518371221505,8936,2511
694,784431430411685888,5696,1263
695,784183165795655680,19984,7987
696,784057939640352768,29637,11020
697,783839966405230592,29898,10703
698,783821107061198850,7333,1954
699,783695101801398276,10429,3187
700,783466772167098368,8422,2226
701,783391753726550016,16807,5426
702,783347506784731136,0,5493
703,783334639985389568,29012,11579
704,783085703974514689,8123,2186
705,782969140009107456,24014,7317
706,782747134529531904,7433,1400
707,782722598790725632,17182,5349
708,782598640137187329,7749,1867
709,782305867769217024,16559,5508
710,782021823840026624,0,6144
711,781955203444699136,11074,3340
712,781661882474196992,10379,2696
713,781655249211752448,3975,1121
714,781524693396357120,20651,5518
715,781308096455073793,7111,2534
716,781251288990355457,8383,2063
717,781163403222056960,9753,2730
718,780931614150983680,21510,7233
719,780858289093574656,7147,1991
720,780800785462489090,5447,1290
721,780601303617732608,12036,3339
722,780543529827336192,6265,1735
723,780496263422808064,0,3648
724,780476555013349377,0,112
725,780459368902959104,5265,1067
726,780192070812196864,8655,2217
727,780092040432480260,0,2280
728,780074436359819264,12088,4909
729,779834332596887552,18761,6972
730,779377524342161408,8735,3086
731,779124354206535695,0,18084
732,779056095788752897,14651,4486
733,778990705243029504,19804,7124
734,778774459159379968,0,9781
735,778764940568104960,861,360
736,778748913645780993,6845,1293
737,778650543019483137,5722,1480
738,778624900596654080,4600,1001
739,778408200802557953,13529,4276
740,778396591732486144,0,12084
741,778383385161035776,5787,1090
742,778286810187399168,10294,3253
743,778039087836069888,8441,2610
744,778027034220126208,6506,1589
745,777953400541634568,0,3493
746,777885040357281792,6301,1613
747,777684233540206592,11141,2910
748,777641927919427584,0,4185
749,777621514455814149,8665,2478
750,777189768882946048,14142,4263
751,776819012571455488,0,13519
752,776813020089548800,4841,1195
753,776477788987613185,8755,2740
754,776249906839351296,0,9001
755,776218204058357768,29623,15656
756,776201521193218049,9531,2492
757,776113305656188928,11662,4317
758,776088319444877312,1821,150
759,775898661951791106,0,16554
760,775842724423557120,11611,2626
761,775733305207554048,13767,3947
762,775729183532220416,12889,4545
763,775364825476165632,7332,2926
764,775350846108426240,10083,3861
765,775085132600442880,15413,4674
766,774757898236878852,8532,1767
767,774639387460112384,6674,1707
768,774314403806253056,21574,5447
769,773985732834758656,10637,3813
770,773922284943896577,6333,1731
771,773704687002451968,6530,1607
772,773670353721753600,5305,1294
773,773547596996571136,21920,6061
774,773336787167145985,0,5000
775,773308824254029826,23078,7394
776,773247561583001600,9376,3217
777,773191612633579521,9889,4065
778,772877495989305348,8469,3819
779,772826264096874500,7961,2322
780,772615324260794368,0,3340
781,772581559778025472,6416,1678
782,772193107915964416,5976,1367
783,772152991789019136,3769,1119
784,772117678702071809,3733,730
785,772114945936949249,2699,464
786,772102971039580160,3958,931
787,771908950375665664,6516,1873
788,771770456517009408,11876,3321
789,771500966810099713,8182,2574
790,771380798096281600,10365,5000
791,771171053431250945,0,7345
792,771136648247640064,9053,2887
793,771102124360998913,6169,1421
794,771014301343748096,6807,1634
795,770787852854652928,4875,1188
796,770772759874076672,5124,1399
797,770655142660169732,7263,1747
798,770414278348247044,6268,2070
799,770293558247038976,6157,1447
800,770093767776997377,0,3003
801,770069151037685760,7516,2267
802,769940425801170949,30965,9409
803,769695466921623552,6351,1659
804,769335591808995329,0,7621
805,769212283578875904,5339,1691
806,768970937022709760,14197,6408
807,768909767477751808,0,2625
808,768855141948723200,4141,872
809,768609597686943744,4068,1174
810,768596291618299904,4989,1265
811,768554158521745409,0,5737
812,768473857036525572,13475,3358
813,768193404517830656,10738,3493
814,767884188863397888,4695,1362
815,767754930266464257,15828,5314
816,767500508068192258,7411,2310
817,767191397493538821,12164,3702
818,767122157629476866,10070,2814
819,766864461642756096,0,5538
820,766793450729734144,4987,1339
821,766714921925144576,2591,374
822,766693177336135680,3964,783
823,766423258543644672,5923,1558
824,766313316352462849,6706,1862
825,766078092750233600,0,2576
826,766069199026450432,4172,839
827,766008592277377025,3699,491
828,765719909049503744,7141,2124
829,765669560888528897,5127,1213
830,765395769549590528,26332,3343
831,765371061932261376,6979,2137
832,765222098633691136,11488,3340
833,764857477905154048,6370,1756
834,764259802650378240,5942,1481
835,763956972077010945,753,54
836,763837565564780549,12399,4082
837,763183847194451968,5312,1446
838,763167063695355904,0,2953
839,763103485927849985,7282,2268
840,762699858130116608,11969,3553
841,762471784394268675,11073,6304
842,762464539388485633,10161,4097
843,762316489655476224,4736,1097
844,762035686371364864,31420,15281
845,761976711479193600,5325,1975
846,761750502866649088,0,3843
847,761745352076779520,4220,851
848,761672994376806400,48785,28570
849,761599872357261312,4076,1176
850,761371037149827077,0,17754
851,761334018830917632,5127,1428
852,761292947749015552,4421,1070
853,761227390836215808,5253,1536
854,761004547850530816,11172,3421
855,760893934457552897,3758,953
856,760656994973933572,6500,1874
857,760641137271070720,4915,1274
858,760539183865880579,7461,3553
859,760521673607086080,4157,1368
860,760290219849637889,26424,11262
861,760252756032651264,3894,855
862,760190180481531904,5610,1764
863,760153949710192640,0,30
864,759943073749200896,5872,2037
865,759923798737051648,14482,5538
866,759846353224826880,6640,1930
867,759793422261743616,5867,1872
868,759557299618865152,4620,1168
869,759447681597108224,8361,2418
870,759446261539934208,1647,477
871,759197388317847553,5987,1912
872,759159934323924993,0,1134
873,759099523532779520,14300,4081
874,759047813560868866,6399,1972
875,758854675097526272,3499,882
876,758828659922702336,11048,3769
877,758740312047005698,5661,1587
878,758474966123810816,3742,984
879,758467244762497024,4724,2176
880,758405701903519748,5133,1873
881,758355060040593408,3338,1038
882,758099635764359168,18771,9781
883,758041019896193024,2657,365
884,757741869644341248,6771,3189
885,757729163776290825,0,7746
886,757725642876129280,4470,1189
887,757611664640446465,4490,1084
888,757597904299253760,0,295
889,757596066325864448,4258,1035
890,757400162377592832,14899,6709
891,757393109802180609,5720,1704
892,757354760399941633,4452,1390
893,756998049151549440,6180,1948
894,756939218950160384,6535,1967
895,756651752796094464,4966,1270
896,756526248105566208,10234,3503
897,756303284449767430,3868,1087
898,756288534030475264,43345,17342
899,756275833623502848,6302,1502
900,755955933503782912,7189,2818
901,755206590534418437,16182,5249
902,755110668769038337,20857,10875
903,754874841593970688,0,7743
904,754856583969079297,6801,2463
905,754747087846248448,2545,510
906,754482103782404096,5201,1917
907,754449512966619136,3680,721
908,754120377874386944,7761,2308
909,753655901052166144,5746,2130
910,753420520834629632,7762,3479
911,753398408988139520,5657,1864
912,753375668877008896,7513,2280
913,753298634498793472,0,5566
914,753294487569522689,3303,1019
915,753039830821511168,36479,20431
916,753026973505581056,3863,941
917,752932432744185856,12411,6714
918,752917284578922496,6825,1544
919,752701944171524096,0,2794
920,752682090207055872,5903,1562
921,752660715232722944,4304,1524
922,752568224206688256,5394,2230
923,752519690950500352,7248,3375
924,752334515931054080,3749,1072
925,752309394570878976,0,15860
926,752173152931807232,5847,1794
927,751950017322246144,3010,894
928,751937170840121344,5096,1294
929,751830394383790080,5710,1902
930,751793661361422336,5714,2839
931,751598357617971201,7797,2982
932,751583847268179968,4313,1074
933,751538714308972544,4952,1232
934,751456908746354688,3162,980
935,751251247299190784,12295,5751
936,751205363882532864,6206,1772
937,751132876104687617,4976,1275
938,750868782890057730,4691,1331
939,750719632563142656,12932,4907
940,750506206503038976,4369,1122
941,750429297815552001,12942,4185
942,750383411068534784,4483,1126
943,750381685133418496,683,27
944,750147208377409536,3047,937
