,tweet_id,favorites,retweets
945,750132105863102464,3544,1264
946,750117059602808832,4255,1281
947,750101899009982464,2982,824
948,750086836815486976,2126,523
949,750071704093859840,7685,3240
950,750056684286914561,3104,879
951,750041628174217216,3108,600
952,750026558547456000,2668,769
953,750011400160841729,3179,885
954,749996283729883136,3008,801
955,749981277374128128,5021,2411
956,749774190421639168,4586,1293
957,749417653287129088,5981,1607
958,749403093750648834,2566,521
959,749395845976588288,8395,3354
960,749317047558017024,5389,2187
961,749075273010798592,5648,2032
962,749064354620928000,4718,1496
963,749036806121881602,3036,773
964,748977405889503236,10567,3317
965,748932637671223296,5688,2193
966,748705597323898880,2729,928
967,748699167502000129,4663,1549
968,748692773788876800,4171,1300
969,748575535303884801,5947,1933
970,748568946752774144,2160,656
971,748346686624440324,5117,1208
972,748337862848962560,7480,4006
973,748324050481647620,3616,738
974,748307329658011649,3611,695
975,748220828303695873,13864,7582
976,747963614829678593,5665,2090
977,747933425676525569,6484,2485
978,747885874273214464,2873,944
979,747844099428986880,2762,729
980,747816857231626240,4749,1130
981,747651430853525504,1350,151
982,747648653817413632,12625,5703
983,747600769478692864,2284,546
984,747594051852075008,3596,1029
985,747512671126323200,5403,1574
986,747461612269887489,3793,1020
987,747439450712596480,5304,1868
988,747242308580548608,0,2839
989,747219827526344708,5145,1526
990,747204161125646336,3297,890
991,747103485104099331,9355,3854
992,746906459439529985,2845,290
993,746872823977771008,5856,2079
994,746818907684614144,5214,1700
995,746790600704425984,4769,1558
996,746757706116112384,9367,3805
997,746726898085036033,5920,1748
998,746542875601690625,4931,1837
999,746521445350707200,0,959
1000,746507379341139972,4563,1058
1001,746369468511756288,6057,1591
1002,746131877086527488,6761,2131
1003,746056683365994496,3496,791
1004,745789745784041472,3936,1038
1005,745712589599014916,6854,2269
1006,745433870967832576,6915,2478
1007,745422732645535745,8394,2360
1008,745314880350101504,7003,2682
1009,745074613265149952,7657,3383
1010,745057283344719872,7091,2182
1011,744995568523612160,2906,596
1012,744971049620602880,7700,2616
1013,744709971296780288,5481,1521
1014,744334592493166593,6628,2052
1015,744234799360020481,152849,75653
1016,744223424764059648,1622,353
1017,743980027717509120,4083,1066
1018,743895849529389061,3579,942
1019,743835915802583040,0,2009
1020,743609206067040256,4372,1346
1021,743595368194129920,17914,6342
1022,743545585370791937,3445,916
1023,743510151680958465,7748,3634
1024,743253157753532416,4131,1191
1025,743222593470234624,6059,1856
1026,743210557239623680,3755,1330
1027,742534281772302336,6910,3477
1028,742528092657332225,4310,1911
1029,742465774154047488,7100,3814
1030,742423170473463808,9597,3648
1031,742385895052087300,6647,1911
1032,742161199639494656,4217,1332
1033,742150209887731712,4989,1506
1034,741793263812808706,4435,1467
1035,741743634094141440,7990,2665
1036,741438259667034112,3596,795
1037,741303864243200000,8575,3116
1038,741099773336379392,9746,5353
1039,741067306818797568,9310,3003
1040,740995100998766593,6196,2645
1041,740711788199743490,3326,912
1042,740699697422163968,2780,755
1043,740676976021798912,17735,6628
1044,740373189193256964,34206,12942
1045,740365076218183684,2404,421
1046,740359016048689152,3218,840
1047,740214038584557568,6530,1909
1048,739979191639244800,19455,5737
1049,739932936087216128,3961,1051
1050,739844404073074688,3711,834
1051,739623569819336705,3668,1321
1052,739606147276148736,5261,1600
1053,739544079319588864,38519,20603
1054,739485634323156992,6981,2841
1055,739238157791694849,112992,56295
1056,738891149612572673,104,6
1057,738885046782832640,3679,1112
1058,738883359779196928,3222,769
1059,738537504001953792,4957,1485
1060,738402415918125056,3177,802
1061,738184450748633089,4220,1177
1062,738166403467907072,8545,3246
1063,738156290900254721,2439,621
1064,737826014890496000,5128,1713
1065,737800304142471168,9736,3354
1066,737678689543020544,4910,1273
1067,737445876994609152,9987,4316
1068,737322739594330112,3514,786
1069,737310737551491075,14274,7192
1070,736736130620620800,4131,1672
1071,736392552031657984,17238,7137
1072,736365877722001409,3871,1200
1073,736225175608430592,7890,2703
1074,736010884653420544,7681,2887
1075,735991953473572864,3498,1111
1076,735648611367784448,3938,1072
1077,735635087207878657,6004,2275
1078,735274964362878976,12679,4864
1079,735256018284875776,3243,852
1080,735137028879360001,3052,943
1081,734912297295085568,2679,511
1082,734787690684657664,12198,6104
1083,734776360183431168,2435,518
1084,734559631394082816,1449,384
1085,733828123016450049,3480,754
1086,733822306246479872,3571,991
1087,733482008106668032,3050,917
1088,733460102733135873,4063,1234
1089,733109485275860992,51940,16554
1090,732732193018155009,2366,517
1091,732726085725589504,3460,863
1092,732585889486888962,3568,758
1093,732375214819057664,7859,2428
1094,732005617171337216,14478,5225
1095,731285275100512256,3403,966
1096,731156023742988288,3736,1226
1097,730924654643314689,5981,1918
1098,730573383004487680,4752,2069
1099,730427201120833536,3391,1011
1100,730211855403241472,3718,1028
1101,730196704625098752,4709,1831
1102,729854734790754305,3921,1086
1103,729838605770891264,1685,368
1104,729823566028484608,3869,1209
1105,729463711119904772,5631,2242
1106,729113531270991872,1830,309
1107,728986383096946689,3059,791
1108,728760639972315136,4537,1643
1109,728751179681943552,2685,653
1110,728653952833728512,3222,1005
1111,728409960103686147,4765,1925
1112,728387165835677696,3606,930
1113,728046963732717569,4177,1167
1114,728035342121635841,4430,1621
1115,728015554473250816,4011,1071
1116,727685679342333952,2879,617
1117,727644517743104000,5705,1687
1118,727524757080539137,4352,1178
1119,727314416056803329,3248,718
1120,727286334147182592,2975,791
1121,727175381690781696,3808,1345
1122,727155742655025152,3531,1281
1123,726935089318363137,6683,2354
1124,726887082820554753,3724,1470
1125,726828223124897792,3473,972
1126,726224900189511680,4298,1105
1127,725842289046749185,6892,2576
1128,725786712245440512,4065,1330
1129,725729321944506368,5072,1718
1130,725458796924002305,1379,595
1131,724983749226668032,3636,1263
1132,724771698126512129,2278,611
1133,724405726123311104,5134,1601
1134,724049859469295616,4219,1722
1135,724046343203856385,2589,541
1136,724004602748780546,4076,1489
1137,723912936180330496,3781,1187
1138,723688335806480385,7466,2833
1139,723673163800948736,2936,859
1140,723179728551723008,5153,1791
1141,722974582966214656,3985,1518
1142,722613351520608256,4843,1581
1143,721503162398597120,4487,1766
1144,721001180231503872,2462,591
1145,720785406564900865,3029,741
1146,720775346191278080,2406,640
1147,720415127506415616,4019,1452
1148,720389942216527872,6193,2421
1149,720340705894408192,2791,945
1150,720059472081784833,3758,1086
1151,720043174954147842,4780,1939
1152,719991154352222208,4698,1682
1153,719704490224398336,4412,1380
1154,719551379208073216,4916,1829
1155,719367763014393856,2719,719
1156,719339463458033665,4313,1191
1157,719332531645071360,3339,918
1158,718971898235854848,3384,1044
1159,718939241951195136,5102,1697
1160,718631497683582976,18342,7757
1161,718613305783398402,2367,465
1162,718540630683709445,2377,979
1163,718460005985447936,2623,509
1164,718454725339934721,4731,1465
1165,718246886998687744,1857,479
1166,718234618122661888,3766,958
1167,717841801130979328,2384,585
1168,717790033953034240,2795,1068
1169,717537687239008257,5616,1784
1170,717428917016076293,1575,432
1171,717421804990701568,3071,814
1172,717047459982213120,6110,1861
1173,717009362452090881,3147,932
1174,716802964044845056,4169,1135
1175,716791146589110272,7966,1522
1176,716730379797970944,1198,415
1177,716447146686459905,12681,5666
1178,716439118184652801,2321,203
1179,716285507865542656,2691,1014
1180,716080869887381504,6586,1842
1181,715928423106027520,3113,851
1182,715758151270801409,3613,1380
1183,715733265223708672,4539,1635
1184,715704790270025728,2703,554
1185,715696743237730304,3806,1252
1186,715680795826982913,4173,1558
1187,715360349751484417,5320,1512
1188,715342466308784130,2969,667
1189,715220193576927233,2359,627
1190,715200624753819648,5001,1811
1191,715009755312439296,4033,1184
1192,714982300363173890,3625,1004
1193,714962719905021952,7146,4115
1194,714957620017307648,4027,1365
1195,714631576617938945,3189,960
1196,714606013974974464,3528,895
1197,714485234495041536,2592,1089
1198,714258258790387713,2952,705
1199,714251586676113411,3179,810
1200,714214115368108032,2214,842
1201,714141408463036416,4205,1354
1202,713919462244790272,3201,765
1203,713909862279876608,1840,520
1204,713900603437621249,2764,710
1205,713761197720473600,4723,1323
1206,713411074226274305,4303,1260
1207,713177543487135744,7023,2761
1208,713175907180089344,4330,1432
1209,712809025985978368,18519,6508
1210,712717840512598017,11974,4797
1211,712668654853337088,4064,1178
1212,712438159032893441,5169,1515
1213,712309440758808576,230,25
1214,712097430750289920,3664,999
1215,712092745624633345,2859,859
1216,712085617388212225,3185,471
1217,712065007010385924,2196,603
1218,711998809858043904,0,123
1219,711968124745228288,7824,2233
1220,711743778164514816,2763,962
1221,711732680602345472,8580,3955
1222,711694788429553666,31968,17754
1223,711652651650457602,3744,887
1224,711363825979756544,3530,1098
1225,711306686208872448,3212,715
1226,711008018775851008,2914,591
1227,710997087345876993,4450,1342
1228,710844581445812225,2477,662
1229,710833117892898816,2610,514
1230,710658690886586372,2251,545
1231,710609963652087808,4670,2296
1232,710588934686908417,4404,1802
1233,710296729921429505,2318,717
1234,710283270106132480,2096,506
1235,710272297844797440,4409,1211
1236,710269109699739648,2329,1080
1237,710153181850935296,2830,866
1238,710140971284037632,2677,853
1239,710117014656950272,5310,1917
1240,709918798883774466,3406,1055
1241,709901256215666688,645,99
1242,709852847387627521,3418,1165
1243,709566166965075968,3458,1159
1244,709556954897764353,3202,1037
1245,709519240576036864,1456,230
1246,709449600415961088,2151,554
1247,709409458133323776,2538,656
1248,709225125749587968,2356,558
1249,709207347839836162,12145,5584
1250,709198395643068416,2380,620
1251,709179584944730112,1953,650
1252,709158332880297985,1983,403
1253,709042156699303936,4603,1577
1254,708853462201716736,1761,642
1255,708845821941387268,2900,870
1256,708834316713893888,1643,487
1257,708810915978854401,16018,6707
1258,708738143638450176,2686,787
1259,708711088997666817,2464,694
1260,708479650088034305,2475,660
1261,708469915515297792,3022,792
1262,708400866336894977,15529,9749
1263,708356463048204288,3484,1275
1264,708349470027751425,2298,717
1265,708149363256774660,4181,1509
1266,708130923141795840,3288,828
1267,708119489313951744,2626,952
1268,708109389455101952,1896,538
1269,708026248782585858,4281,1869
1270,707995814724026368,3050,1093
1271,707983188426153984,48,2
1272,707969809498152960,2627,931
1273,707776935007539200,3193,926
1274,707741517457260545,2422,592
1275,707738799544082433,3981,2393
1276,707693576495472641,3306,960
1277,707629649552134146,2503,839
1278,707610948723478529,16516,6144
1279,707420581654872064,2199,673
1280,707411934438625280,2242,581
1281,707387676719185920,3403,1243
1282,707377100785885184,3187,1059
1283,707315916783140866,2411,618
1284,707297311098011648,2709,759
1285,707059547140169728,2531,654
1286,707038192327901184,2129,762
1287,707021089608753152,3981,1310
1288,707014260413456384,2258,582
1289,706904523814649856,14191,7621
1290,706901761596989440,1998,567
1291,706681918348251136,3218,948
1292,706644897839910912,2505,1056
1293,706593038911545345,2101,612
1294,706538006853918722,3384,1387
1295,706516534877929472,3043,1004
1296,706346369204748288,3364,900
1297,706310011488698368,20732,7676
1298,706291001778950144,1667,464
1299,706265994973601792,2670,906
1300,706169069255446529,3805,2141
1301,706166467411222528,5026,1557
1302,706153300320784384,1443,375
1303,705975130514706432,3023,709
1304,705970349788291072,3105,869
1305,705898680587526145,2305,537
1306,705786532653883392,1882,503
1307,705591895322394625,3094,1116
1308,705475953783398401,2886,885
1309,705442520700944385,4303,1574
1310,705428427625635840,3708,1624
1311,705239209544720384,2923,733
1312,705223444686888960,2532,777
1313,705102439679201280,2086,504
1314,705066031337840642,2137,600
1315,704871453724954624,4172,1091
1316,704859558691414016,2193,523
1317,704847917308362754,4946,1477
1318,704819833553219584,2576,951
1319,704761120771465216,6474,2839
1320,704499785726889984,2838,988
1321,704491224099647488,733,76
1322,704480331685040129,3303,1038
1323,704364645503647744,7787,3449
1324,704347321748819968,1540,340
1325,704134088924532736,1469,443
1326,704113298707505153,1810,556
1327,704054845121142784,2845,892
1328,703774238772166656,1792,443
1329,703769065844768768,3190,1105
1330,703631701117943808,2510,656
1331,703611486317502464,3737,1485
1332,703425003149250560,3711,1325
1333,703407252292673536,2371,675
1334,703382836347330562,3418,1111
1335,703356393781329922,1866,374
1336,703268521220972544,1934,530
1337,703079050210877440,7202,2989
1338,703041949650034688,25654,12084
1339,702932127499816960,2516,699
1340,702899151802126337,1578,439
1341,702684942141153280,3145,1039
1342,702671118226825216,2136,545
1343,702598099714314240,11926,3343
1344,702539513671897089,2808,929
1345,702332542343577600,3096,1507
1346,702321140488925184,3194,1016
1347,702276748847800320,2410,752
1348,702217446468493312,4664,1306
1349,701981390485725185,3354,959
1350,701952816642965504,3750,996
1351,701889187134500865,3453,1346
1352,701805642395348998,3323,1620
1353,701601587219795968,2042,440
1354,701570477911896070,2746,905
1355,701545186879471618,2597,593
1356,701214700881756160,11888,4937
1357,700890391244103680,2162,552
1358,700864154249383937,2536,605
1359,700847567345688576,2399,487
1360,700796979434098688,2369,912
1361,700747788515020802,22254,9001
1362,700518061187723268,2542,771
1363,700505138482569216,2236,551
1364,700462010979500032,4020,1731
1365,700167517596164096,2567,710
1366,700151421916807169,2185,651
1367,700143752053182464,7334,2625
1368,700062718104104960,2580,669
1369,700029284593901568,2023,571
1370,700002074055016451,3225,1299
1371,699801817392291840,2964,923
1372,699788877217865730,2175,498
1373,699779630832685056,2669,1199
1374,699775878809702401,1910,586
1375,699691744225525762,10028,4465
1376,699446877801091073,5806,2542
1377,699434518667751424,2119,502
1378,699423671849451520,1325,314
1379,699413908797464576,2035,612
1380,699370870310113280,1850,427
1381,699323444782047232,3074,837
1382,699088579889332224,2195,613
1383,699079609774645248,2383,635
1384,699072405256409088,2900,1153
1385,699060279947165696,3648,1751
1386,699036661657767936,2544,1172
1387,698989035503689728,3261,947
1388,698953797952008193,2615,888
1389,698907974262222848,2479,605
1390,698710712454139905,2404,660
1391,698703483621523456,1417,365
1392,698635131305795584,1263,334
1393,698549713696649216,2262,609
1394,698355670425473025,1805,433
1395,698342080612007937,2219,935
1396,698262614669991936,4654,1941
1397,698195409219559425,16362,5795
1398,698178924120031232,2743,719
1399,697995514407682048,1487,327
1400,697990423684476929,3211,1259
1401,697943111201378304,2331,657
1402,697881462549430272,2945,1130
1403,697630435728322560,1705,527
1404,697616773278015490,3076,985
1405,697596423848730625,2941,1226
1406,697575480820686848,1995,486
1407,697516214579523584,2003,1081
1408,697482927769255936,2360,648
1409,697463031882764288,3341,1367
1410,697270446429966336,4591,1828
1411,697259378236399616,3216,976
1412,697255105972801536,2988,1121
1413,697242256848379904,2459,648
1414,696900204696625153,3089,996
1415,696894894812565505,2285,666
1416,696886256886657024,4731,1746
1417,696877980375769088,2387,690
1418,696754882863349760,1444,352
1419,696744641916489729,2020,904
1420,696713835009417216,2317,628
1421,696518437233913856,3815,1666
1422,696490539101908992,1186,138
1423,696488710901260288,2453,991
1424,696405997980676096,3122,1125
1425,696100768806522880,1878,632
1426,695816827381944320,2944,1127
1427,695794761660297217,3082,748
1428,695767669421768709,1810,719
1429,695629776980148225,4459,2033
1430,695446424020918272,4294,1763
1431,695409464418041856,8467,3478
1432,695314793360662529,3540,1408
1433,695095422348574720,2572,595
1434,695074328191332352,2770,1063
1435,695064344191721472,1562,575
1436,695051054296211456,2591,770
1437,694925794720792577,2626,890
1438,694905863685980160,2677,910
1439,694669722378485760,34955,13935
1440,694356675654983680,1470,279
1441,694352839993344000,1983,594
1442,694342028726001664,1545,475
1443,694329668942569472,1946,488
1444,694206574471057408,4064,1981
1445,694183373896572928,2879,900
1446,694001791655137281,3320,993
1447,693993230313091072,1834,391
1448,693942351086120961,1701,356
1449,693647888581312512,2614,568
1450,693644216740769793,1317,120
1451,693642232151285760,2475,401
1452,693629975228977152,2384,773
1453,693622659251335168,1502,362
1454,693590843962331137,4920,1898
1455,693582294167244802,1607,238
1456,693486665285931008,1729,615
1457,693280720173801472,3269,1204
1458,693267061318012928,2327,790
1459,693262851218264065,2156,484
1460,693231807727280129,2806,720
1461,693155686491000832,7698,3121
1462,693109034023534592,1666,594
1463,693095443459342336,1809,443
1464,692919143163629568,2613,731
1465,692905862751522816,2366,846
1466,692901601640583168,1714,586
1467,692894228850999298,2206,774
1468,692828166163931137,2799,861
1469,692752401762250755,6642,3534
1470,692568918515392513,4248,1486
1471,692535307825213440,3075,1321
1472,692530551048294401,1789,400
1473,692423280028966913,1440,220
1474,692417313023332352,9136,3355
1475,692187005137076224,2472,790
1476,692158366030913536,2095,767
1477,692142790915014657,1607,383
1478,692041934689402880,3315,1230
1479,692017291282812928,2822,926
1480,691820333922455552,3865,1600
1481,691793053716221953,7942,4106
1482,691756958957883396,2776,963
1483,691675652215414786,1904,493
1484,691483041324204033,2327,547
1485,691459709405118465,3944,1107
1486,691444869282295808,2578,824
1487,691416866452082688,18851,7415
1488,691321916024623104,2511,638
1489,691096613310316544,2889,858
1490,691090071332753408,1681,325
1491,690989312272396288,5757,2784
1492,690959652130045952,3486,1209
1493,690938899477221376,3994,1890
1494,690932576555528194,3201,985
1495,690735892932222976,3692,1226
1496,690728923253055490,2122,502
1497,690690673629138944,2265,798
1498,690649993829576704,1265,266
1499,690607260360429569,291,17
1500,690597161306841088,1905,584
1501,690400367696297985,1840,435
1502,690374419777196032,3172,819
1503,690360449368465409,2599,856
1504,690348396616552449,1470,498
1505,690248561355657216,1636,404
1506,690021994562220032,2725,996
1507,690015576308211712,2428,714
1508,690005060500217858,3575,1633
1509,689999384604450816,1379,357
1510,689993469801164801,1421,435
1511,689977555533848577,1338,434
1512,689905486972461056,2384,681
1513,689877686181715968,2962,1125
1514,689835978131935233,2117,727
1515,689661964914655233,3148,906
1516,689659372465688576,10120,3735
1517,689623661272240129,2173,622
1518,689599056876867584,11376,5348
1519,689557536375177216,1998,443
1520,689517482558820352,3313,1389
1521,689289219123089408,2198,908
1522,689283819090870273,3177,1063
1523,689280876073582592,1937,685
1524,689275259254616065,1116,238
1525,689255633275777024,2495,1052
1526,689154315265683456,3007,966
1527,689143371370250240,1964,490
1528,688916208532455424,2644,838
1529,688908934925697024,2062,740
1530,688898160958271489,2044,758
1531,688894073864884227,2182,664
1532,688828561667567616,1348,358
1533,688804835492233216,946,187
1534,688789766343622656,2165,643
1535,688547210804498433,2533,676
1536,688519176466644993,2265,711
1537,688385280030670848,9054,4343
1538,688211956440801280,2184,805
1539,688179443353796608,2080,568
1540,688116655151435777,2759,750
1541,688064179421470721,1689,352
1542,687841446767013888,5339,2428
1543,687826841265172480,2680,1090
1544,687818504314159109,2417,926
1545,687807801670897665,2333,695
1546,687732144991551489,1715,641
1547,687704180304273409,2379,819
1548,687664829264453632,1890,496
1549,687494652870668288,1852,560
1550,687480748861947905,1562,232
1551,687476254459715584,1931,517
1552,687460506001633280,2009,531
1553,687399393394311168,1847,600
1554,687317306314240000,19654,8898
1555,687312378585812992,4253,1840
1556,687127927494963200,5294,2208
1557,687124485711986689,2126,491
1558,687109925361856513,5656,2382
1559,687102708889812993,2287,945
1560,687096057537363968,2181,589
1561,686947101016735744,8431,3094
1562,686760001961103360,3429,1344
1563,686749460672679938,3396,1411
1564,686730991906516992,4034,1164
1565,686683045143953408,2753,781
1566,686618349602762752,3607,1321
1567,686606069955735556,1842,526
1568,686394059078897668,1699,669
1569,686386521809772549,3181,854
1570,686377065986265092,2149,552
1571,686358356425093120,2127,647
1572,686286779679375361,3917,1621
1573,686050296934563840,2167,706
1574,686035780142297088,1115,112
1575,686034024800862208,2999,1110
1576,686007916130873345,2420,398
1577,686003207160610816,1784,605
1578,685973236358713344,2040,506
1579,685943807276412928,1584,577
1580,685906723014619143,7301,2776
1581,685681090388975616,1978,119
1582,685667379192414208,2298,547
1583,685663452032069632,3157,1414
1584,685641971164143616,2856,754
1585,685547936038666240,32072,15107
1586,685532292383666176,2945,1124
1587,685325112850124800,9200,3843
1588,685321586178670592,2580,613
1589,685315239903100929,3209,1009
1590,685307451701334016,2023,424
1591,685268753634967552,3019,1166
1592,685198997565345792,2277,651
1593,685169283572338688,4009,1392
1594,684969860808454144,2333,357
1595,684959798585110529,6640,3033
1596,684940049151070208,3127,1011
1597,684926975086034944,3403,451
1598,684914660081053696,3411,1411
1599,684902183876321280,1816,511
1600,684880619965411328,2033,785
1601,684830982659280897,34145,21033
1602,684800227459624960,2666,977
1603,684594889858887680,8677,3401
1604,684588130326986752,4002,1371
1605,684567543613382656,2932,1175
1606,684538444857667585,2592,923
1607,684481074559381504,3782,1138
1608,684460069371654144,1926,542
1609,684241637099323392,7912,3166
1610,684225744407494656,1201,201
1611,684222868335505415,3734,1320
1612,684200372118904832,2102,1010
1613,684195085588783105,1853,493
1614,684188786104872960,3406,1129
1615,684177701129875456,1968,645
1616,684147889187209216,2925,1477
1617,684122891630342144,1960,457
1618,684097758874210310,4005,1394
1619,683857920510050305,3712,1085
1620,683852578183077888,1883,336
1621,683849932751646720,2545,924
1622,683834909291606017,2556,1083
1623,683828599284170753,2728,1034
1624,683773439333797890,3259,1300
1625,683742671509258241,6302,3203
1626,683515932363329536,7135,2794
1627,683498322573824003,3087,939
1628,683481228088049664,2598,970
1629,683462770029932544,2362,653
1630,683449695444799489,3777,1565
1631,683391852557561860,7439,2332
1632,683357973142474752,2826,892
1633,683142553609318400,2801,1009
1634,683111407806746624,3318,884
1635,683098815881154561,2112,637
1636,683078886620553216,1946,547
1637,683030066213818368,2113,724
1638,682962037429899265,35781,15946
1639,682808988178739200,1732,162
1640,682788441537560576,2413,1078
1641,682750546109968385,1484,424
1642,682697186228989953,1284,353
1643,682662431982772225,2983,1041
1644,682638830361513985,2016,577
1645,682429480204398592,3343,1118
1646,682406705142087680,7363,1702
1647,682393905736888321,2177,647
1648,682389078323662849,1616,450
1649,682303737705140231,2973,946
1650,682259524040966145,4024,1157
1651,682242692827447297,3140,1115
1652,682088079302213632,17740,9529
1653,682059653698686977,4807,1618
1654,682047327939461121,3110,913
1655,682032003584274432,6412,1931
1656,682003177596559360,3037,1466
1657,681981167097122816,2735,1002
1658,681891461017812993,2404,786
1659,681694085539872773,12481,3935
1660,681679526984871937,1715,428
1661,681654059175129088,2565,891
1662,681610798867845120,1844,449
1663,681579835668455424,3446,1257
1664,681523177663676416,13889,5566
1665,681340665377193984,1601,270
1666,681339448655802368,9047,3954
1667,681320187870711809,2568,716
1668,681302363064414209,3821,1755
1669,681297372102656000,3123,919
1670,681281657291280384,3146,1065
1671,681261549936340994,1419,263
1672,681242418453299201,1444,512
1673,681231109724700672,2346,467
1674,681193455364796417,3600,1427
1675,680970795137544192,2346,635
1676,680959110691590145,4456,1940
1677,680940246314430465,3104,1009
1678,680934982542561280,2035,419
1679,680913438424612864,2342,600
1680,680889648562991104,1712,354
1681,680836378243002368,3362,1273
1682,680805554198020098,2092,646
1683,680801747103793152,2318,796
1684,680798457301471234,2764,998
1685,680609293079592961,2555,672
1686,680583894916304897,3519,1281
1687,680497766108381184,4125,1844
1688,680494726643068929,1674,470
1689,680473011644985345,2477,726
1690,680440374763077632,1411,483
1691,680221482581123072,1429,285
1692,680206703334408192,2749,1124
1693,680191257256136705,2087,480
1694,680176173301628928,3789,1490
1695,680161097740095489,2258,712
1696,680145970311643136,3499,1687
1697,680130881361686529,2227,908
1698,680115823365742593,2650,870
1699,680100725817409536,3483,1323
1700,680085611152338944,12450,8690
1701,680070545539371008,2511,829
1702,679877062409191424,1929,629
1703,679872969355714560,2137,645
1704,679862121895714818,2384,595
1705,679854723806179328,2768,1183
1706,679844490799091713,2295,734
1707,679828447187857408,35183,13519
1708,679777920601223168,3022,1062
1709,679736210798047232,2035,762
1710,679729593985699840,2098,798
1711,679722016581222400,1617,453
1712,679530280114372609,4634,2013
1713,679527802031484928,2559,698
1714,679511351870550016,3261,1221
1715,679503373272485890,3081,1415
1716,679475951516934144,2031,618
1717,679462823135686656,30570,18084
1718,679405845277462528,2295,1157
1719,679158373988876288,20612,7743
1720,679148763231985668,2700,992
1721,679132435750195208,2889,1113
1722,679111216690831360,5794,2487
1723,679062614270468097,16401,7746
1724,679047485189439488,2174,636
1725,679001094530465792,2750,1176
1726,678991772295516161,2214,1107
1727,678969228704284672,1581,437
1728,678800283649069056,2488,861
1729,678798276842360832,3350,1111
1730,678774928607469569,2720,868
1731,678767140346941444,3418,1307
1732,678764513869611008,1585,452
1733,678755239630127104,6858,3142
1734,678740035362037760,3627,1592
1735,678708137298427904,5402,2326
1736,678675843183484930,2766,1397
1737,678643457146150913,1979,385
1738,678446151570427904,3874,1471
1739,678424312106393600,5293,2435
1740,678410210315247616,4059,1728
1741,678399652199309312,77479,30566
1742,678396796259975168,1542,398
1743,678389028614488064,1801,404
1744,678380236862578688,2347,869
1745,678341075375947776,1673,511
1746,678334497360859136,1257,236
1747,678278586130948096,11032,5843
1748,678255464182861824,1529,349
1749,678023323247357953,1843,364
1750,678021115718029313,13137,6066
1751,677961670166224897,3297,1615
1752,677918531514703872,1292,389
1753,677895101218201600,4635,1981
1754,677716515794329600,2937,939
1755,677700003327029250,3267,1388
1756,677698403548192770,1187,307
1757,677687604918272002,2411,806
1758,677673981332312066,3206,1439
1759,677662372920729601,1874,907
1760,677644091929329666,1790,771
1761,677573743309385728,2057,672
1762,677565715327688705,1252,439
1763,677557565589463040,2366,1104
1764,677547928504967168,6683,3514
1765,677530072887205888,1028,219
1766,677335745548390400,2930,1682
1767,677334615166730240,1294,272
1768,677331501395156992,1044,225
1769,677328882937298944,3511,1438
1770,677314812125323265,1585,512
1771,677301033169788928,1183,386
1772,677269281705472000,1900,677
1773,677228873407442944,3424,1566
1774,677187300187611136,2620,874
1775,676975532580409345,2655,1020
1776,676957860086095872,2153,775
1777,676949632774234114,1254,376
1778,676948236477857792,2072,823
1779,676946864479084545,1666,349
1780,676942428000112642,1991,714
1781,676936541936185344,12234,4733
1782,676916996760600576,2857,1729
1783,676897532954456065,2158,696
1784,676864501615042560,2005,670
1785,676821958043033607,22001,14828
1786,676819651066732545,1743,633
1787,676811746707918848,1370,407
1788,676776431406465024,4800,1935
1789,676617503762681856,2761,912
1790,676613908052996102,1036,192
1791,676606785097199616,1819,414
1792,676603393314578432,1115,366
1793,676593408224403456,4374,2052
1794,676590572941893632,882,116
1795,676588346097852417,2209,745
1796,676582956622721024,1144,262
1797,676575501977128964,2465,1064
1798,676533798876651520,1802,524
1799,676496375194980353,1464,509
1800,676470639084101634,11145,4454
1801,676440007570247681,1651,629
1802,676430933382295552,1339,321
1803,676263575653122048,1998,514
1804,676237365392908289,1156,269
1805,676219687039057920,73372,29571
1806,676215927814406144,1657,548
1807,676191832485810177,2183,987
1808,676146341966438401,1840,632
1809,676121918416756736,2075,1112
1810,676101918813499392,2710,1116
1811,676098748976615425,2866,1346
1812,676089483918516224,1254,416
1813,675898130735476737,1541,540
1814,675891555769696257,2030,814
1815,675888385639251968,2275,908
1816,675878199931371520,3991,1333
1817,675870721063669760,1555,535
1818,675853064436391936,2575,1219
1819,675849018447167488,903,136
1820,675845657354215424,2161,832
1821,675822767435051008,1450,511
1822,675820929667219457,998,225
1823,675798442703122432,9792,3261
1824,675781562965868544,1546,446
1825,675740360753160193,1114,327
1826,675710890956750848,1794,772
1827,675707330206547968,1882,645
1828,675706639471788032,615,90
1829,675534494439489536,1757,389
1830,675531475945709568,1120,362
1831,675522403582218240,987,273
1832,675517828909424640,1228,441
1833,675501075957489664,16363,5544
1834,675497103322386432,2995,1221
1835,675489971617296384,1233,564
1836,675483430902214656,1760,925
1837,675432746517426176,1445,542
1838,675372240448454658,1608,491
1839,675362609739206656,1007,218
1840,675354435921575936,30976,15860
1841,675349384339542016,3736,2156
1842,675334060156301312,2633,1216
1843,675166823650848770,3384,1497
1844,675153376133427200,5936,2431
1845,675149409102012420,3556,1601
1846,675147105808306176,898,219
1847,675146535592706048,1118,277
1848,675145476954566656,2029,842
1849,675135153782571009,1239,449
1850,675113801096802304,1851,741
1851,675111688094527488,911,238
1852,675109292475830276,2664,1066
1853,675047298674663426,1009,303
