tweet_id,favorites,retweets,user_followers,user_favourites,date_time
850145622816686080,15768,3624,8878863,145866,2017-04-07 00:38:06+00:00
850019790995546112,19721,4652,8878863,145866,2017-04-06 16:18:05+00:00
849776966551130114,29358,7254,8878863,145866,2017-04-06 00:13:11+00:00
849668094696017920,0,4749,8878863,145866,2017-04-05 17:00:34+00:00
849412302885593088,15357,3013,8878863,145866,2017-04-05 00:04:08+00:00
849336543269576704,11055,1813,8878863,145866,2017-04-04 19:03:06+00:00
849051919805034497,40964,8106,8878863,145866,2017-04-04 00:12:06+00:00
848690551926992896,24393,4156,8878863,145866,2017-04-03 00:16:10+00:00
848324959059550208,23945,4441,8878863,145866,2017-04-02 00:03:26+00:00
848213670039564288,7911,693,8878863,145866,2017-04-01 16:41:12+00:00
848212111729840128,15808,2901,8878863,145866,2017-04-01 16:35:01+00:00
847978865427394560,0,3129,8878863,145866,2017-04-01 01:08:10+00:00
847971574464610304,0,420,8878862,145866,2017-04-01 00:39:12+00:00
847962785489326080,22821,4868,8878862,145866,2017-04-01 00:04:17+00:00
847842811428974592,5252,1270,8878862,145866,2017-03-31 16:07:33+00:00
847617282490613760,6773,395,8878862,145866,2017-03-31 01:11:22+00:00
847606175596138505,18226,3293,8878862,145866,2017-03-31 00:27:14+00:00
847251039262605312,19905,4161,8878862,145866,2017-03-30 00:56:03+00:00
847157206088847362,19297,5630,8878862,145866,2017-03-29 18:43:12+00:00
847116187444137987,20849,3062,8878862,145866,2017-03-29 16:00:12+00:00
846874817362120707,19492,3773,8878862,145866,2017-03-29 00:01:05+00:00
846514051647705089,43290,11084,8878862,145866,2017-03-28 00:07:32+00:00
846505985330044928,13716,2949,8878862,145866,2017-03-27 23:35:28+00:00
846153765933735936,30649,8686,8878862,145866,2017-03-27 00:15:53+00:00
846139713627017216,30183,9694,8878862,145866,2017-03-26 23:20:02+00:00
846042936437604353,15536,2755,8878862,145866,2017-03-26 16:55:29+00:00
845812042753855489,28407,8355,8878862,145866,2017-03-26 01:38:00+00:00
845677943972139009,24526,4633,8878862,145866,2017-03-25 16:45:08+00:00
845397057150107648,7420,1724,8878862,145866,2017-03-24 22:08:59+00:00
845306882940190720,22705,5179,8879477,145867,2017-03-24 16:10:40+00:00
845098359547420673,0,7394,8878862,145866,2017-03-24 02:22:04+00:00
844979544864018432,13290,2457,8878862,145866,2017-03-23 18:29:57+00:00
844973813909606400,14647,3057,8878862,145866,2017-03-23 18:07:10+00:00
844580511645339650,16036,3002,8878862,145866,2017-03-22 16:04:20+00:00
844223788422217728,13325,2111,8878862,145866,2017-03-21 16:26:50+00:00
843981021012017153,14806,2851,8878862,145866,2017-03-21 00:22:10+00:00
843856843873095681,20925,4459,8878862,145866,2017-03-20 16:08:44+00:00
843604394117681152,16469,2645,8878862,145866,2017-03-19 23:25:35+00:00
843235543001513987,20986,5809,8878863,145866,2017-03-18 22:59:54+00:00
842846295480000512,14931,3511,8878863,145866,2017-03-17 21:13:10+00:00
842765311967449089,6562,1228,8878863,145866,2017-03-17 15:51:22+00:00
842535590457499648,17701,3400,8878863,145866,2017-03-17 00:38:32+00:00
842163532590374912,23865,5591,8878863,145866,2017-03-16 00:00:07+00:00
842115215311396866,13643,2922,8878863,145866,2017-03-15 20:48:07+00:00
841833993020538882,0,14553,8878863,145866,2017-03-15 02:10:39+00:00
841680585030541313,25185,7582,8878863,145866,2017-03-14 16:01:03+00:00
841439858740625411,12349,3558,8878863,145866,2017-03-14 00:04:30+00:00
841320156043304961,19357,5338,8878863,145866,2017-03-13 16:08:50+00:00
841314665196081154,15501,4502,8878863,145866,2017-03-13 15:47:01+00:00
841077006473256960,22350,5144,8878863,145866,2017-03-13 00:02:39+00:00
840761248237133825,0,1711,8878863,145866,2017-03-12 03:07:56+00:00
